244	5135	320
245	1096	100
246	4	5
247	2075	116
248	1078	55
249	1078	67
250	2161	126
251	4	39
252	1076	37
253	3138	187
254	1097	50
255	4	14
256	3136	196
257	1081	59
258	2140	122
259	1079	128
260	2161	75
261	7139	443
262	2140	149
263	1079	98
264	1080	33
265	1109	56
266	4	30
267	1093	55
268	4	10
269	1077	93
270	2144	82
271	1079	79
272	5081	340
273	2139	112
274	1080	53
275	1081	60
276	4081	308
277	4141	217
278	5158	325
279	4	24
280	1092	29
281	4	14
282	1075	49
283	1080	114
284	2140	74
285	5082	357
286	1080	79
287	2081	130
288	7174	393
289	4	24
290	2	28
291	2073	113
292	4156	241
293	4	31
294	1074	18
295	1080	125
296	4098	226
297	4	31
298	1075	17
299	2081	175
300	1082	69
301	4140	220
302	1080	59
303	1098	74
304	4	20
305	1077	45
306	1080	54
307	1080	56
308	1080	125
309	1129	44
310	4	4
311	2	5
312	2	3
313	1062	17
314	28	51
315	3150	173
316	3091	211
317	4090	263
318	1093	26
319	28	19
320	1087	66
321	2090	151
322	3090	190
323	1090	24
324	2089	172
325	1089	36
326	28	24
327	1090	39
328	28	20
329	4150	245
330	2150	115
331	28	22
332	1088	41
333	1111	112
334	2149	99
335	1090	93
336	3090	187
337	3098	204
338	1090	40
339	1090	48
340	2148	137
341	1090	76
342	6150	379
343	28	6
344	1089	52
345	28	21
346	28	26
347	28	10
348	5149	268
349	28	56
350	4152	204
351	29	15
352	1116	89
353	1090	36
354	1088	93
355	1088	28
356	28	9
357	1090	107
358	1091	26
359	1091	59
360	28	46
361	28	11
362	1091	69
363	2090	110
364	1088	90
365	6149	324
366	1091	69
367	1154	116
368	3150	142
369	1088	98
370	2090	154
371	4152	201
372	10152	656
373	1243	39
374	2150	162
375	2155	112
376	1111	115
377	1114	20
378	22	44
379	9156	523
380	1089	94
381	23	29
382	2091	113
383	24	13
384	1090	19
385	5156	319
386	1093	115
387	1090	32
388	24	28
389	25	15
390	1088	44
391	25	35
392	2156	93
393	2153	118
394	25	29
395	2155	119
396	4097	278
397	1089	48
398	2092	162
399	24	4
400	1087	36
401	1091	39
402	2150	151
403	1091	91
404	2158	108
405	2164	113
406	22	17
407	1088	55
408	4107	299
409	1139	77
410	1120	43
411	4140	277
412	3025	24
413	47	86
414	38	65
415	1823	63
416	1098	96
417	29	13
418	3094	200
419	1092	33
420	29	58
421	2147	92
422	1087	84
423	5091	333
424	1090	43
425	2092	159
426	6152	344
427	29	24
428	28	11
429	1089	36
430	1092	48
431	5178	330
432	1088	74
433	1096	101
434	2150	88
435	29	23
436	2152	112
437	29	30
438	28	10
439	6090	376
440	2245	105
441	29	44
442	3091	164
443	29	18
444	1089	59
445	2150	97
446	29	11
447	1090	101
448	1131	49
449	3152	185
450	29	29
451	3150	164
452	4152	265
453	29	12
454	1090	84
455	1090	41
456	4091	267
457	2093	123
458	30	21
459	31	1
460	2090	134
461	1090	46
462	1090	56
463	28	18
464	1088	52
465	1090	37
466	1089	73
467	1089	63
468	2151	153
469	2154	127
470	1277	76
471	2092	154
472	3152	153
473	29	16
474	28	34
475	1143	49
476	1089	83
477	1089	29
478	2090	170
479	1091	86
480	2151	73
481	28	18
482	28	16
483	3091	209
484	1089	64
485	1090	69
486	1092	52
487	2151	98
488	30	7
489	11154	703
490	1091	82
491	1088	30
492	1089	118
493	1130	67
494	10154	594
495	29	56
496	1092	38
497	2152	96
498	29	24
499	3091	200
500	6153	357
501	1094	114
502	1090	22
503	1091	55
504	29	21
505	2152	115
506	29	3
507	1088	66
508	28	10
509	28	50
510	1091	67
511	2152	94
512	1089	85
513	2151	99
514	1090	73
515	1090	56
516	1091	86
517	29	3
518	28	30
519	4092	243
520	4151	219
521	28	24
522	28	9
523	29	12
524	1091	20
525	28	60
526	3091	181
527	1091	39
528	2090	158
529	3091	192
530	6092	381
531	1090	9
532	29	16
533	1091	108
534	4152	209
535	2152	123
536	8175	523
537	2147	123
538	1091	66
539	29	22
540	28	35
541	1090	10
542	2091	178
543	4098	244
544	1096	65
545	29	22
546	1090	41
547	2092	140
548	3151	151
549	1091	69
550	29	49
551	1091	43
552	1089	43
553	28	40
554	1092	77
555	1090	10
556	29	23
557	1091	49
558	1091	103
559	2150	98
560	29	44
561	1088	50
562	1089	57
563	1090	62
564	29	29
565	28	15
566	1090	6
567	2150	153
568	1092	63
569	29	1
570	2091	168
571	1090	30
572	4152	242
573	29	11
574	28	4
575	28	36
576	4091	245
577	1091	22
578	29	62
579	3151	151
580	1091	78
581	3160	185
582	1091	92
583	29	21
584	2151	74
585	2092	183
586	5094	298
587	29	19
588	1089	35
589	5091	329
590	3150	177
591	29	40
592	1090	18
593	28	11
594	2091	171
595	8152	451
596	29	17
597	28	16
598	2091	123
599	31	27
600	29	2
601	1090	13
602	28	4
603	1090	122
604	1089	16
605	28	45
606	1090	22
607	29	31
608	1089	46
609	28	2
610	1090	51
611	2091	169
612	1090	49
613	2151	102
614	29	31
615	1088	51
616	1090	68
617	2152	130
618	1090	107
619	7093	432
620	4091	263
621	29	8
622	2091	121
623	2092	123
624	29	6
625	5152	282
626	2150	126
627	29	34
628	1089	75
629	1091	20
630	1090	69
631	2150	150
632	29	1
633	1090	63
634	1090	63
635	1090	60
636	4153	266
637	29	18
638	2092	158
639	4150	202
640	29	36
641	1091	29
642	29	14
643	2091	139
644	3177	196
645	2150	114
646	29	47
647	28	4
648	1090	7
649	4091	291
650	1090	37
651	1090	76
652	29	6
653	1089	77
654	28	16
655	28	13
656	1088	10
657	1090	100
658	28	14
659	7152	389
660	29	10
661	2091	174
662	3091	195
663	2091	106
664	3153	181
665	1092	88
666	1090	39
667	4091	268
668	29	18
669	2091	134
670	2149	95
671	29	19
672	28	12
673	2090	125
674	1091	60
675	29	1
676	3152	177
677	2149	122
678	1095	98
679	1091	90
680	2151	71
681	29	29
682	1090	80
683	3091	206
684	3152	158
685	29	2
686	29	2
687	1089	58
688	28	16
689	2162	102
690	3092	235
691	4148	265
692	3152	151
693	29	34
694	2095	133
695	1093	78
696	1089	20
697	2152	132
698	29	20
699	3151	181
700	29	23
701	1088	34
702	1091	80
703	1090	62
704	29	6
705	1133	80
706	8114	525
707	1091	66
708	3152	155
709	29	50
710	1088	10
711	3083	223
712	1091	47
713	5152	335
714	29	20
715	1090	44
716	1090	45
717	2153	141
718	29	4
719	28	7
720	1090	82
721	2091	135
722	2091	146
723	2091	124
724	1138	17
725	1091	86
726	1092	84
727	2091	128
728	29	17
729	1090	32
730	8151	507
731	5137	351
732	3152	148
733	1090	99
734	3151	170
735	3150	191
736	29	38
737	1088	31
738	2091	170
739	2092	119
740	1091	30
741	2970	123
742	2094	222
743	1090	33
744	30	35
745	30	10
746	2150	101
747	29	15
748	2151	109
749	29	6
750	28	30
751	28	7
752	1116	55
753	4094	273
754	1090	41
755	29	6
756	4153	222
757	29	45
758	2178	90
759	29	35
760	28	24
761	2088	102
762	1090	68
763	7149	428
764	29	8
765	1089	61
766	2091	147
767	1088	49
768	28	18
769	1088	90
770	1089	24
771	29	29
772	2151	103
773	5151	310
774	1091	67
775	28	10
776	2090	161
777	4151	212
778	1092	130
779	2089	125
780	1090	29
781	29	35
782	3151	141
783	29	4
784	1090	64
785	29	54
786	3150	161
787	1090	45
788	28	15
789	1091	60
790	1090	109
791	2151	91
792	29	21
793	28	37
794	2090	118
795	1156	41
796	1091	92
797	1091	57
798	1090	29
799	1134	79
800	29	24
801	28	25
802	1098	5
803	1091	71
804	1090	65
805	3089	249
806	4152	223
807	2151	136
808	29	11
809	1090	61
810	28	17
811	1088	29
812	4092	291
813	29	14
814	1112	21
815	1091	85
816	4152	232
817	29	17
818	28	15
819	1090	31
820	29	5
821	2151	148
822	31	30
823	2152	108
824	3151	185
825	5150	314
826	1089	70
827	28	39
828	2151	83
829	29	29
830	1091	75
831	11153	683
832	29	31
833	3112	170
834	29	19
835	1090	26
836	29	11
837	2091	146
838	1091	66
839	31	21
840	1090	54
841	5152	297
842	29	23
843	1091	33
844	2092	156
845	1090	37
846	3093	239
847	1096	58
848	2152	102
849	3149	202
850	2091	159
851	1090	73
852	1092	53
853	1090	27
854	3152	206
855	29	26
856	3151	157
857	2092	156
858	4153	245
859	4091	266
860	2095	159
861	3153	138
862	1091	95
863	1090	38
864	29	10
865	28	27
866	1091	84
867	29	6
868	4152	197
869	1119	96
870	3154	187
871	29	20
872	28	20
873	2091	134
874	2153	74
875	29	56
876	1089	63
877	1090	57
878	1091	51
879	29	2
880	28	16
881	5151	277
882	29	13
883	28	42
884	2091	137
885	2150	95
886	3151	191
887	1091	71
888	4091	260
889	1091	82
890	4091	239
891	1091	88
892	1090	60
893	1105	65
894	29	12
895	1088	35
896	2091	144
897	4092	263
898	2092	107
899	1092	40
900	29	19
901	4091	288
902	1090	60
903	1601	19
904	30	19
905	29	65
906	28	3
907	8152	467
908	3092	234
909	2152	83
910	29	44
911	2091	124
912	2152	101
913	1091	54
914	4153	275
915	1090	65
916	28	24
917	1090	56
918	29	11
919	2152	110
920	1091	108
921	1090	48
922	5223	322
923	4078	244
924	1092	95
925	2097	112
926	2157	111
927	1094	48
928	23	7
929	3092	218
930	25	22
931	2098	112
932	1091	55
933	24	38
934	6160	328
935	23	13
936	24	5
937	105	23
938	4170	226
939	1118	98
940	1091	23
941	24	15
942	1088	84
943	24	9
944	2093	143
945	1087	17
946	1088	64
947	24	64
948	2092	129
949	1095	10
950	4091	290
951	1091	35
952	2157	131
953	1092	59
954	1092	102
955	3092	194
956	4159	239
957	25	30
958	3092	176
959	1090	55
960	1088	47
961	24	50
962	5094	312
963	24	14
964	3156	138
965	1091	117
966	5165	291
967	1090	95
968	3170	148
969	22	46
970	2093	118
971	24	2
972	5157	286
973	2094	186
974	1087	5
975	1092	65
976	25	23
977	2162	122
978	3090	217
979	3158	188
980	1089	48
981	5153	315
982	2091	160
983	1093	74
984	3093	188
985	1091	64
986	25	13
987	24	19
988	1091	28
989	2176	134
990	3093	229
991	1092	46
992	4095	256
993	1093	40
994	24	32
995	2167	90
996	41	48
997	2179	99
998	2139	155
999	25	2
1000	1095	57
1001	25	13
1002	25	13
1003	3093	194
1004	1091	39
1005	25	13
1006	1093	51
1007	1089	45
1008	24	53
1009	3156	158
1010	24	22
1011	2094	122
1012	1090	63
1013	4156	231
1014	24	14
1015	1092	85
1016	1092	91
1017	24	7
1018	1088	23
1019	25	12
1020	1087	40
1021	1088	85
1022	1092	102
1023	1087	52
1024	2152	97
1025	25	22
1026	3093	203
1027	24	21
1028	2092	103
1029	1091	86
1030	1092	27
1031	24	41
1032	1092	29
1033	24	37
1034	1092	65
1035	4158	235
1036	4166	229
1037	2179	144
1038	23	12
1039	24	25
1040	2153	107
1041	1090	88
1042	1096	94
1043	1091	45
1044	1088	35
1045	4156	254
1046	4157	272
1047	1094	98
1048	1089	60
1049	1090	23
1050	6105	434
1051	1109	38
1052	2089	138
1053	3104	191
1054	49	1
1055	2171	123
1056	21	35
1057	2090	104
1058	3093	194
1059	22	6
1060	1091	42
1061	5162	314
1062	22	18
1063	25	21
1064	4179	243
1065	2175	128
1066	22	14
1067	4091	268
1068	2117	90
1069	2090	157
1070	2147	113
1071	25	30
1072	24	8
1073	1091	23
1074	2155	134
1075	7155	444
1076	1092	111
1077	2154	85
1078	24	6
1079	24	25
1080	2091	149
1081	1088	51
1082	4157	224
1083	4093	293
1084	3089	211
1085	1097	62
1086	1090	39
1087	2093	136
1088	2154	101
1089	1093	91
1090	2101	132
1091	40	20
1092	1110	27
1093	6157	397
1094	6096	393
1095	22	19
1096	1087	26
1097	1088	88
1098	23	24
1099	1087	7
1100	1091	86
1101	5155	325
1102	1087	80
1103	2092	125
1104	1090	92
1105	4156	209
1106	1090	108
1107	23	8
1108	2158	91
1109	2085	158
1110	1106	39
1111	23	21
1112	1091	56
1113	2154	119
1114	1086	61
1115	24	37
1116	24	4
1117	1090	39
1118	23	16
1119	1093	46
1120	2152	127
1121	2089	167
1122	3116	182
1123	1089	56
1124	2153	128
1125	2155	119
1126	2092	179
1127	1089	15
1128	24	4
1129	1091	91
1130	1090	71
1131	2091	130
1132	3098	191
1133	1099	39
1134	25	49
1135	24	7
1136	6156	347
1137	1091	80
1138	2154	114
1139	8158	512
1140	1089	62
1141	1087	75
1142	2156	115
1143	1095	78
1144	1087	48
1145	2158	142
1146	22	36
1147	2106	113
1148	1118	34
1149	2180	155
1150	21	39
1151	1089	23
1152	2158	142
1153	3091	207
1154	23	12
1155	1091	58
1156	2111	152
1157	1084	24
1158	1087	76
1159	5094	339
1160	1090	57
1161	33	6
1162	6092	377
1163	1087	20
1164	24	3
1165	23	32
1166	24	5
1167	4154	222
1168	23	37
1169	1091	81
1170	1088	55
1171	1092	66
1172	1093	51
1173	24	4
1174	24	24
1175	1090	48
1176	1091	55
1177	2153	116
1178	4161	275
1179	22	46
1180	1053	17
1181	22	17
1182	1092	79
1183	2090	138
1184	1097	66
1185	3178	165
1186	21	19
1187	6156	365
1188	1088	50
1189	2154	150
1190	1089	90
1191	3092	186
1192	21	12
1193	1089	49
1194	2090	130
1195	1089	53
1196	1091	95
1197	3090	197
1198	3154	151
1199	1091	101
1200	2152	105
1201	2152	137
1202	1088	76
1203	23	22
1204	2090	130
1205	1089	15
1206	1090	94
1207	4153	227
1208	23	49
1209	1104	38
1210	23	25
1211	1086	64
1212	4168	242
1213	40	37
1214	3178	134
1215	21	5
1216	1093	99
1217	2151	98
1218	2090	177
1219	2089	116
1220	2091	152
1221	1088	22
1222	4162	246
1223	3151	213
1224	23	7
1225	1090	67
1226	5163	298
1227	1089	86
1228	1090	48
1229	23	1
1230	23	4
1231	23	29
1232	2170	113
1233	2091	162
1234	6174	354
1235	2151	127
1236	5155	310
1237	23	53
1238	1090	34
1239	2103	163
1240	1111	58
1241	2149	107
1242	1090	56
1243	45	29
1244	3091	187
1245	1090	46
1246	23	6
1247	2083	157
1248	2090	103
1249	23	21
1250	2090	135
1251	2090	122
1252	1088	77
1253	2157	98
1254	1129	60
1255	20	39
1256	2151	97
1257	1090	73
1258	1090	51
1259	23	42
1260	2160	98
1261	23	25
1262	4091	244
1263	1087	75
1264	1091	88
1265	1090	12
1266	1089	74
1267	23	34
1268	1086	50
1269	1091	76
1270	3091	205
1271	3153	139
1272	1092	97
1273	4166	226
1274	40	19
1275	38	31
1276	1109	51
1277	1105	41
1278	5154	341
1279	2153	114
1280	2150	135
1281	23	16
1282	1085	81
1283	2089	142
1284	1085	18
1285	2154	137
1286	1086	110
1287	1093	32
1288	1090	56
1289	1087	95
1290	24	14
1291	6154	345
1292	23	45
1293	2090	131
1294	1089	54
1295	2154	105
1296	22	19
1297	6156	364
1298	23	8
1299	3166	184
1300	45	3
1301	1101	83
1302	1107	61
1303	1105	105
1304	5127	296
1305	2089	128
1306	4090	252
1307	22	10
1308	1091	51
1309	23	5
1310	1089	45
1311	3158	188
1312	1089	79
1313	4090	271
1314	1086	87
1315	1090	44
1316	22	2
1317	1090	52
1318	4126	243
1319	3172	203
1320	2151	125
1321	23	59
1322	2095	127
1323	1108	52
1324	2155	104
1325	3153	184
1326	2171	154
1327	22	24
1328	3157	168
1329	23	8
1330	1088	59
1331	2121	144
1332	40	31
1333	1116	28
1334	1115	50
1335	21	35
1336	1089	37
1337	1086	71
1338	7154	459
1339	23	40
1340	3155	150
1341	1094	101
1342	1089	19
1343	23	1
1344	2153	143
1345	1090	52
1346	1089	73
1347	23	26
1348	22	11
1349	7153	399
1350	1089	103
1351	4090	266
1352	1104	33
1353	2093	157
1354	6095	394
1355	1087	75
1356	2091	101
1357	3157	160
1358	1095	124
1359	1119	45
1360	57	23
1361	2109	128
1362	1087	79
1363	2155	81
1364	1089	56
1365	2155	147
1366	23	7
1367	4155	258
1368	7155	437
1369	2089	145
1370	23	23
1371	1086	17
1372	3091	237
1373	22	5
1374	1086	17
1375	1090	69
1376	1090	92
1377	23	17
1378	2153	106
1379	4153	252
1380	21	2
1381	2089	152
1382	1085	80
1383	2091	116
1384	23	17
1385	1090	16
1386	23	4
1387	23	18
1388	3096	225
1389	21	1
1390	4101	247
1391	1112	39
1392	42	1
1393	1087	49
1394	2154	127
1395	1090	87
1396	23	16
1397	23	4
1398	1091	50
1399	1086	84
1400	3072	192
1401	22	12
1402	23	13
1403	5160	269
1404	21	18
1405	2153	112
1406	1090	90
1407	1085	73
1408	1086	41
1409	1087	80
1410	1089	44
1411	23	23
1412	23	15
1413	3152	156
1414	1089	65
1415	6093	425
1416	1092	73
1417	3089	202
1418	1090	7
1419	23	5
1420	23	5
1421	5154	322
1422	2161	129
1423	23	32
1424	357	9
1425	2194	107
1426	1131	76
1427	42	32
1428	2173	103
1429	20	8
1430	22	31
1431	23	11
1432	1091	56
1433	1087	23
1434	22	27
1435	1086	82
1436	3089	187
1437	1088	69
1438	1088	38
1439	1089	74
1440	2089	161
1441	1088	21
1442	22	16
1443	1086	49
1444	1085	72
1445	3091	229
1446	9087	579
1447	2088	108
1448	4091	259
1449	2150	94
1450	3089	246
1451	1092	15
1452	25	44
1453	3089	171
1454	1091	40
1455	3107	237
1456	1108	59
1457	1120	41
1458	3088	209
1459	23	14
1460	2092	116
1461	1086	41
1462	22	26
1463	22	16
1464	3089	180
1465	2088	128
1466	2158	129
1467	1083	41
1468	23	34
1469	7091	459
1470	1089	37
1471	23	2
1472	3153	175
1473	23	7
1474	1090	75
1475	23	45
1476	1089	55
1477	3156	159
1478	38	39
1479	1106	18
1480	1112	69
1481	1082	112
1482	1085	72
1483	23	14
1484	1101	60
1485	1090	64
1486	2093	121
1487	2153	116
1488	2096	159
1489	2088	133
1490	6165	343
1491	39	24
1492	2167	112
1493	20	27
1494	22	11
1495	1089	64
1496	1090	50
1497	1089	47
1498	22	21
1499	4157	245
1500	1089	51
1501	2091	168
1502	23	12
1503	22	1
1504	3154	159
1505	3147	175
1506	23	36
1507	2152	119
1508	1088	84
1509	1089	37
1510	24	4
1511	1086	73
1512	5156	325
1513	23	14
1514	1094	85
1515	1090	24
1516	23	5
1517	3157	177
1518	23	59
1519	1090	36
1520	2088	128
1521	5153	292
1522	23	17
1523	1089	45
1524	5165	328
1525	20	31
1526	3153	162
1527	2093	185
1528	1084	16
1529	23	12
1530	1089	54
1531	23	31
1532	3152	183
1533	1089	57
1534	23	37
1535	1086	74
1536	2151	90
1537	6095	420
1538	1090	55
1539	4155	211
1540	22	12
1541	1089	108
1542	4092	256
1543	4090	245
1544	6092	367
1545	1089	59
1546	23	20
1547	5162	287
1548	2151	117
1549	3085	225
1550	1090	45
1551	3091	211
1552	1090	52
1553	3147	194
1554	26	32
1555	1106	46
1556	1090	71
1557	23	29
1558	1088	64
1559	23	6
1560	1089	15
1561	1089	117
1562	1085	72
1563	1089	6
1564	22	12
1565	1086	100
1566	1089	65
1567	1088	26
1568	23	9
1569	23	23
1570	1095	63
1571	32	1
1572	4157	242
1573	18	9
1574	2161	133
1575	3153	198
1576	22	3
1577	1090	92
1578	1086	34
1579	22	3
1580	23	15
1581	1090	41
1582	2090	182
1583	2089	114
1584	3092	190
1585	1095	26
1586	39	33
1587	1108	87
1588	1086	76
1589	10152	577
1590	2104	154
1591	3109	207
1592	3152	151
1593	2089	162
1594	2089	139
1595	22	11
1596	3090	175
1597	5152	267
1598	22	5
1599	2092	160
1600	20	18
1601	1089	15
1602	23	15
1603	1089	86
1604	22	19
1605	1090	79
1606	2152	81
1607	21	7
1608	1089	77
1609	1087	44
1610	1090	100
1611	4091	250
1612	20	6
1613	1089	61
1614	1101	37
1615	3176	200
1616	20	53
1617	3150	137
1618	2090	189
1619	1084	41
1620	4155	233
1621	23	14
1622	23	22
1623	1086	32
1624	23	22
1625	3090	223
1626	2088	116
1627	1085	40
1628	3151	199
1629	1088	76
1630	1088	37
1631	23	55
1632	1089	31
1633	3152	196
1634	22	18
1635	23	21
1636	1089	65
1637	1090	38
1638	1085	78
1639	23	14
1640	1091	72
1641	1086	4
1642	23	51
1643	4207	211
1644	1091	112
1645	5093	332
1646	2788	136
1647	1112	97
1648	4113	240
1649	1087	67
1650	1086	57
1651	1086	86
1652	3154	147
1653	2150	151
1654	10157	614
1655	22	45
1656	4153	231
1657	1085	72
1658	23	25
1659	1088	57
1660	1089	39
1661	6093	417
1662	5093	298
1663	1089	33
1664	1089	99
1665	1088	61
1666	6166	369
1667	22	13
1668	2154	112
1669	1090	65
1670	1090	82
1671	2150	120
1672	1090	62
1673	22	53
1674	1089	13
1675	23	56
1676	2157	92
1677	4154	239
1678	23	24
1679	2153	127
1680	1086	77
1681	23	36
1682	1086	37
1683	3088	193
1684	2150	121
1685	2089	155
1686	1089	68
1687	1088	50
1688	2150	121
1689	5156	318
1690	1088	47
1691	23	13
1692	23	1
1693	22	11
1694	1089	52
1695	23	47
1696	23	10
1697	23	3
1698	1089	56
1699	4089	245
1700	1087	46
1701	1088	86
1702	4101	268
1703	1097	49
1704	1088	82
1705	6156	327
1706	23	23
1707	2156	111
1708	2089	173
1709	4113	243
1710	1088	73
1711	23	4
1712	23	1
1713	1090	20
1714	1089	119
1715	5154	285
1716	2152	112
1717	2169	141
1718	22	17
1719	23	14
1720	1088	38
1721	2092	168
1722	1110	33
1723	1108	57
1724	42	15
1725	19	37
1726	3154	167
1727	2152	114
1728	5093	349
1729	3098	216
1730	5187	278
1731	2147	116
1732	1108	74
1733	23	47
1734	6155	335
1735	24	4
1736	23	4
1737	25	29
1738	23	2
1739	1089	37
1740	1096	115
1741	1087	64
1742	4089	254
1743	1090	32
1744	1085	83
1745	1090	68
1746	2089	141
1747	6154	349
1748	22	35
1749	3153	164
1750	23	16
1751	23	10
1752	1089	82
1753	1086	29
1754	23	25
1755	23	18
1756	3091	188
1757	1088	17
1758	1086	56
1759	23	32
1760	2089	152
1761	3164	166
1762	1113	89
1763	1088	52
1764	1087	42
1765	4090	290
1766	3089	201
1767	2154	97
1768	1086	77
1769	23	36
1770	1092	34
1771	2171	121
1772	1085	102
1773	1089	17
1774	1092	126
1775	9152	528
1776	23	4
1777	2090	166
1778	1088	11
1779	23	26
1780	1089	42
1781	1093	64
1782	3098	252
1783	3093	182
1784	2152	94
1785	4128	268
1786	22	28
1787	22	8
1788	2108	105
1789	39	26
1790	1110	37
1791	4111	274
1792	1084	22
1793	23	1
1794	23	12
1795	23	41
1796	1091	45
1797	3152	162
1798	23	34
1799	22	6
1800	1093	28
1801	1085	100
1802	1089	56
1803	1088	101
1804	2151	77
1805	5090	353
1806	22	21
1807	2088	123
1808	1089	56
1809	5175	292
1810	2148	122
1811	3171	212
1812	1090	72
1813	21	3
1814	4151	258
1815	5088	337
1816	1086	66
1817	4176	221
1818	41	6
1819	1086	57
1820	3150	214
1821	2153	113
1822	19	27
1823	1084	84
1824	1084	83
1825	3152	151
1826	20	21
1827	1088	28
1828	2095	189
1829	3087	187
1830	3148	165
1831	2314	120
1832	4169	261
1833	1083	65
1834	1087	123
1835	1083	6
1836	2147	155
1837	21	1
1838	2153	127
1839	3087	209
1840	1087	92
1841	4090	247
1842	3092	201
1843	1085	38
1844	21	14
1845	1095	19
1846	38	25
1847	1106	105
1848	1110	64
1849	2084	109
1850	1088	57
1851	21	33
1852	2087	122
1853	1088	46
1854	21	12
1855	2148	96
1856	22	20
1857	21	12
1858	2151	99
1859	1084	99
1860	1090	71
1861	5150	283
1862	1084	87
1863	1087	56
1864	1083	111
1865	3150	160
1866	21	9
1867	6150	365
1868	26	31
1869	1098	47
1870	21	37
1871	2150	79
1872	1088	76
1873	2148	129
1874	32	49
1875	1087	19
1876	2088	168
1877	3149	170
1878	54	37
1879	1086	22
1880	3097	234
1881	38	3
1882	3111	195
1883	1085	32
1884	21	22
1885	3089	196
1886	2149	99
1887	1087	113
1888	3088	183
1889	1089	59
1890	2150	95
1891	2144	131
1892	22	24
1893	1093	97
1894	3104	199
1895	1085	57
1896	3088	204
1897	2149	77
1898	5151	333
1899	21	46
1900	1089	23
1901	22	26
1902	22	9
1903	4149	223
1904	21	12
1905	21	28
1906	2090	107
1907	20	28
1908	3088	168
1909	2094	151
1910	2150	95
1911	1094	98
1912	1106	26
1913	19	50
1914	2145	72
1915	23	11
1916	1085	61
1917	2087	170
1918	2089	148
1919	1082	4
1920	22	42
1921	5091	315
1922	1085	70
1923	3150	168
1924	4150	247
1925	1088	107
1926	2088	117
1927	3088	200
1928	21	4
1929	1084	39
1930	3088	227
1931	2091	128
1932	2146	81
1933	21	34
1934	22	10
1935	22	13
1936	1087	20
1937	7149	455
1938	4095	268
1939	1109	35
1940	1086	95
1941	1087	99
1942	3091	188
1943	20	1
1944	3150	156
1945	2150	136
1946	22	36
1947	8160	455
1948	21	19
